 -0.210587	  1.566102
 -0.226345	  1.561836
 -0.241899	  1.548098
 -0.259158	  1.558525
 -0.277303	  1.563015
 -0.296200	  1.559583
 -0.313663	  1.558668
 -0.335083	  1.560904
 -0.351046	  1.548686
 -0.372603	 -1.564246
 -0.388634	  1.548774
 -0.408758	  1.556765
 -0.427723	  1.559629
 -0.448051	  1.560373
 -0.467289	  1.567126
 -0.486389	  1.556008
 -0.506445	  1.560236
 -0.488436	  1.559036
 -0.454805	  1.560298
 -0.414830	  1.560198
 -0.383177	  1.559641
 -0.347431	  1.556972
 -0.312162	  1.562787
 -0.279145	  1.557964
 -0.247765	  1.561797
 -0.213111	  1.560607
 -0.181799	  1.557266
 -0.145917	  1.560959
 -0.118016	  1.558142
 -0.082202	  1.562909
 -0.052527	  1.561280
 -0.025582	  1.552454
  0.005321	  1.554802
  0.034313	  1.565926
  0.065352	  1.554873
  0.097892	  1.566457
  0.128999	  1.561715
  0.158264	  1.556319
  0.192782	  1.562615
  0.220205	  1.557921
  0.255815	  1.554934
  0.286035	  1.559116
  0.319189	  1.562275
  0.351865	  1.559991
  0.390340	  1.563457
  0.422947	  1.557803
  0.459239	  1.561067
  0.489459	  1.556780
  0.525956	  1.561122
  0.537143	  1.558176
  0.518179	  1.559628
  0.499760	  1.555460
  0.479977	  1.560090
  0.462445	  1.558716
  0.442389	  1.560232
  0.422675	  1.567215
  0.405484	  1.554364
  0.387406	  1.555176
  0.368646	  1.567033
  0.350842	  1.558896
  0.332423	  1.551633
  0.312503	  1.560159
  0.295517	 -1.570796
  0.276962	  1.555578
  0.259840	  1.554299
  0.241626	  1.566920
  0.224435	  1.562583
  0.208404	  1.548774
  0.189849	  1.570796
  0.174022	  1.552955
  0.155331	  1.555684
  0.138208	 -1.570796
  0.121563	  1.558073
  0.104031	  1.550658
  0.085954	  1.562986
  0.070196	  1.566316
  0.053892	  1.557800
  0.036428	  1.558669
  0.018828	  1.562774
  0.004093	  1.546838
 -0.013098	  1.566689
 -0.029811	  1.562349
 -0.044682	  1.547057
 -0.062214	  1.566770
 -0.079269	  1.558378
 -0.096186	  1.562445
 -0.111058	  1.556555
 -0.130704	  1.556418
 -0.145576	  1.561302
 -0.163312	  1.562836
 -0.179889	  1.558020
 -0.198581	  1.559460
 -0.215157	  1.562279
 -0.233712	  1.559383
 -0.251790	  1.566885
 -0.270209	  1.543971
 -0.286103	 -1.570796
 -0.304454	  1.551557
 -0.324101	 -1.570796
 -0.342997	  1.555847
 -0.358823	  1.557414
 -0.379629	  1.557220
 -0.398730	  1.563404
 -0.416876	  1.559125
 -0.436181	  1.559821
 -0.455623	  1.552642
 -0.474315	 -1.570796
 -0.494303	  1.560195
 -0.511630	  1.554500
 -0.474383	  1.557526
 -0.437614	  1.563116
 -0.404051	  1.556070
 -0.367828	  1.562998
 -0.333651	  1.560468
 -0.298792	  1.556618
 -0.267139	  1.555181
 -0.232075	  1.562740
 -0.199672	  1.559903
 -0.166928	  1.557858
 -0.136162	  1.559320
 -0.106146	  1.561388
 -0.072924	  1.558043
 -0.042977	  1.563724
 -0.007913	  1.560726
  0.022034	  1.556649
  0.051027	  1.558621
  0.080701	  1.563656
  0.116652	  1.559011
  0.142915	  1.554669
  0.177501	  1.562629
  0.209223	  1.559665
  0.240602	  1.561797
  0.269663	  1.561076
  0.301179	  1.557356
  0.335220	  1.562498
  0.369601	  1.554367
  0.403164	  1.562382
  0.435977	  1.560036
  0.471927	  1.555084
  0.508560	  1.565012
  0.542191	  1.558202
  0.530185	  1.564916
  0.510880	  1.552513
  0.492188	  1.567014
  0.472064	  1.553257
  0.452349	  1.556468
  0.435227	  1.562550
  0.415853	  1.563508
  0.397229	  1.555628
  0.380175	  1.550101
  0.358687	  1.570796
  0.343201	  1.557113
  0.322532	  1.560550
  0.305682	  1.566607
  0.288423	  1.550340
  0.269527	  1.559589
  0.253086	  1.562202
  0.236237	  1.554038
  0.218159	  1.566891
  0.199808	  1.559249
  0.183232	  1.566538
  0.164813	  1.551633
  0.148373	  1.553615
  0.132000	  1.566484
  0.113172	  1.559547
  0.098506	  1.556350
  0.079473	  1.567087
  0.064943	  1.556221
  0.046183	  1.555738
  0.032130	  1.565772
  0.012688	  1.563534
 -0.003002	  1.548295
 -0.019374	  1.557861
 -0.034654	  1.561550
 -0.054233	  1.563585
 -0.069445	  1.552235
 -0.086295	  1.562410
 -0.103690	  1.562680
 -0.120063	  1.566484
 -0.137526	  1.562711
 -0.153148	  1.548197
 -0.170816	  1.558809
 -0.185551	  1.566005
 -0.204515	  1.567068
 -0.221502	  1.554172
 -0.237260	  1.557357
 -0.254928	  1.558803
 -0.275052	  1.563780
 -0.292106	  1.558378
 -0.309570	  1.550580
 -0.328944	  1.559859
 -0.347772	  1.567047
 -0.366259	  1.555522
 -0.384541	  1.559207
 -0.404051	  1.552705
 -0.424653	  1.563943
 -0.443208	  1.563181
 -0.463537	  1.563851
 -0.481614	  1.551267
 -0.500374	  1.559507
 -0.494985	  1.544602
 -0.461354	  1.554001
 -0.423766	  1.559524
 -0.389998	  1.564524
 -0.357186	  1.553582
 -0.320280	  1.566968
 -0.288832	  1.557324
 -0.250016	  1.561702
 -0.219933	  1.563753
 -0.185142	  1.552532
 -0.154649	  1.561535
 -0.121017	  1.560297
 -0.090797	  1.559113
 -0.058121	  1.564315
 -0.031516	  1.552219
  0.000136	  1.561875
  0.033154	  1.560102
  0.061941	  1.558531
  0.091752	  1.558955
  0.125111	  1.560212
  0.157105	  1.564176
  0.190394	  1.555949
  0.218841	  1.558384
  0.252199	  1.560212
  0.284057	  1.564148
  0.318234	  1.558400
  0.349818	  1.552913
  0.382222	  1.562081
  0.419809	  1.563281
  0.450644	  1.559348
  0.485639	  1.556673
  0.521726	  1.559056
  0.538576	  1.566607
  0.520839	  1.558856
  0.501329	  1.556317
  0.483661	  1.558809
  0.465378	  1.563073
  0.446619	  1.559501
  0.427791	  1.559547
  0.410736	  1.562517
  0.388498	  1.558094
  0.371034	  1.558669
  0.352001	  1.563372
  0.334879	  1.554305
  0.317893	  1.566640
  0.299883	  1.551192
  0.281396	 -1.570796
  0.264342	  1.550101
  0.246060	  1.551485
  0.229347	  1.570796
  0.210860	  1.563158
  0.194010	  1.558221
  0.176137	  1.551049
  0.159765	  1.566478
  0.141414	  1.563102
  0.125656	  1.548399
  0.105941	  1.567210
  0.091616	  1.556013
  0.072924	  1.567019
  0.057780	  1.556805
  0.040657	  1.546062
  0.024899	  1.561830
  0.007572	 -1.570796
 -0.009823	  1.558621
 -0.027355	  1.558716
 -0.043318	  1.557523
 -0.059895	  1.562278
 -0.075789	  1.557472
 -0.095027	  1.563451
 -0.111126	  1.562026
 -0.128999	  1.551043
 -0.144280	  1.566176
 -0.162562	  1.559212
 -0.178661	  1.553251
 -0.198717	  1.567276
 -0.215294	  1.558020
 -0.230233	  1.561345
 -0.250289	  1.563751
 -0.267889	  1.554752
 -0.284125	  1.553398
 -0.302066	 -1.570796
 -0.322327	  1.553375
 -0.337676	  1.566197
 -0.355685	  1.547274
 -0.375536	  1.570796
 -0.394228	  1.563242
 -0.410259	  1.557579
 -0.429837	  1.549159
 -0.449825	  1.567264
 -0.467903	  1.555176
 -0.486185	  1.563068
 -0.509583	  1.555711
 -0.480182	  1.561192
 -0.446619	  1.553967
 -0.408485	  1.561537
 -0.375809	  1.559991
 -0.343815	  1.555348
 -0.306432	  1.561354
 -0.275393	  1.557146
 -0.240125	  1.562787
 -0.209427	  1.561597
 -0.171976	  1.559483
 -0.144621	  1.552729
 -0.111194	  1.564460
 -0.082065	  1.558675
 -0.049048	  1.562243
 -0.019442	  1.556486
  0.015963	  1.562817
  0.044819	  1.556118
  0.074766	  1.561363
  0.103895	  1.558675
  0.140050	  1.557128
  0.169793	  1.558925
  0.201514	  1.564119
  0.234258	  1.564325
  0.264547	  1.549818
  0.299269	  1.562661
  0.334197	  1.560690
  0.366600	  1.562078
  0.398867	  1.557669
  0.434681	  1.556995
  0.467152	  1.562097
  0.504467	  1.561334
  0.534824	  1.556843
  0.528138	  1.518043
  0.510538	  1.570796
  0.491438	  1.556008
  0.472951	  1.559340
  0.453168	  1.563659
  0.435567	  1.554747
  0.419059	  1.557967
  0.398594	  1.560443
  0.381539	  1.562517
  0.362234	  1.556164
  0.345180	  1.562517
  0.328057	  1.562550
  0.308888	  1.556060
  0.291561	  1.558574
