  0.028810	  1.042633
  0.028810	  1.203012
  0.029022	  1.380377
  0.029234	  1.567293
  0.029093	  1.767579
  0.029234	  1.957428
  0.029375	  2.164876
  0.029940	  2.357045
  0.035448	  2.586391
  0.038413	  2.763211
  0.040673	  3.002380
  0.043356	  3.182611
  0.046181	  3.401179
  0.048299	  3.634482
  0.051477	  3.834563
  0.053736	  4.061795
  0.057055	  4.271427
  0.059315	  4.488836
  0.062069	  4.751268
  0.064893	  4.965129
  0.068071	  5.210165
  0.070542	  5.417137
  0.073790	  5.647984
  0.076191	  5.892680
  0.079722	  6.100538
  0.082829	  6.335205
  0.085936	  6.588769
  0.086783	  6.614624
  0.084736	  6.457383
  0.083182	  6.315150
  0.080993	  6.179738
  0.079298	  6.048079
  0.077533	  5.890633
  0.075768	  5.768592
  0.074002	  5.607600
  0.072378	  5.480988
  0.070472	  5.351239
  0.068848	  5.213235
  0.067435	  5.059542
  0.065529	  4.945755
  0.063764	  4.812186
  0.062281	  4.664427
  0.060657	  4.540272
  0.059174	  4.392854
  0.057408	  4.288208
  0.055855	  4.165008
  0.054584	  4.027618
  0.052677	  3.900257
  0.051194	  3.771599
  0.049853	  3.639462
  0.048229	  3.533520
  0.046463	  3.392038
  0.044910	  3.283913
  0.043498	  3.147547
  0.042085	  3.048427
  0.040673	  2.907695
  0.039120	  2.803936
  0.037637	  2.663681
  0.035942	  2.561765
  0.033753	  2.436927
  0.030222	  2.318365
  0.030222	  2.194210
  0.029940	  2.072169
  0.029940	  1.961452
  0.029940	  1.838593
  0.029799	  1.724397
  0.029799	  1.615454
  0.029657	  1.494573
  0.029657	  1.388700
  0.029587	  1.271230
  0.029516	  1.166789
  0.029375	  1.036357
  0.029375	  0.932531
  0.029375	  0.827476
  0.029234	  0.711507
  0.029234	  0.600449
  0.029234	  0.493757
  0.029022	  0.380380
  0.028951	  0.287399
  0.028669	  0.162971
  0.022526	  0.072174
  0.001130	 -0.043045
  0.000989	 -0.153216
 -0.024785	 -0.265161
 -0.026762	 -0.357868
 -0.026762	 -0.487822
 -0.027045	 -0.587829
 -0.026904	 -0.709596
 -0.027045	 -0.804214
 -0.027045	 -0.932190
 -0.027045	 -1.030968
 -0.027327	 -1.146119
 -0.027186	 -1.265363
 -0.027327	 -1.363800
 -0.027468	 -1.495801
 -0.027539	 -1.595876
 -0.027327	 -1.722828
 -0.027468	 -1.842481
 -0.027539	 -1.949651
 -0.027680	 -2.077149
 -0.027821	 -2.196325
 -0.027892	 -2.314477
 -0.031423	 -2.437336
 -0.033400	 -2.556034
 -0.035095	 -2.691923
 -0.036789	 -2.799366
 -0.038484	 -2.934368
 -0.039967	 -3.065140
 -0.041591	 -3.202053
 -0.043286	 -3.316589
 -0.044698	 -3.444224
 -0.046393	 -3.582023
 -0.048087	 -3.725484
 -0.049923	 -3.839270
 -0.051336	 -3.992214
 -0.053313	 -4.109479
 -0.054725	 -4.251712
 -0.056137	 -4.397356
 -0.057903	 -4.536997
 -0.059668	 -4.659106
 -0.061574	 -4.802431
 -0.063128	 -4.952713
 -0.065034	 -5.093377
 -0.066870	 -5.228857
 -0.068636	 -5.390464
 -0.070331	 -5.537267
 -0.072378	 -5.670359
 -0.073861	 -5.815458
 -0.075838	 -5.965740
 -0.077957	 -6.101902
 -0.080005	 -6.266579
 -0.081487	 -6.417271
 -0.083747	 -6.499882
 -0.080922	 -6.266170
 -0.076968	 -6.013493
 -0.074285	 -5.767023
 -0.071178	 -5.539382
 -0.068424	 -5.262147
 -0.065458	 -5.040509
 -0.062492	 -4.799224
 -0.059668	 -4.597097
 -0.056561	 -4.333641
 -0.053878	 -4.110502
 -0.050912	 -3.865943
 -0.048229	 -3.654197
 -0.045263	 -3.447771
 -0.043145	 -3.217470
 -0.039755	 -3.011522
 -0.037496	 -2.788246
 -0.034812	 -2.573362
 -0.029940	 -2.392518
 -0.028598	 -2.168424
 -0.028316	 -1.993924
 -0.028033	 -1.779312
 -0.028175	 -1.564701
 -0.028033	 -1.371782
 -0.027892	 -1.169381
 -0.027751	 -0.969095
 -0.027468	 -0.782998
 -0.027327	 -0.585850
 -0.027468	 -0.423629
 -0.026974	 -0.220888
 -0.004025	 -0.053073
  0.000494	  0.158810
